銘柄コード,銘柄名,市場名,日経225採用銘柄
7780,(株)メニコン,東証1部,
7781,(株)平山ホールディングス,東証JQS,
7782,(株)シンシア,マザーズ,
7810,(株)クロスフォー,,
7811,中本パックス(株),東証2部,
7812,(株)クレステック,東証JQS,
7813,(株)プラッツ,マザーズ,
7814,(株)日本創発グループ,東証JQS,
7815,東京ボード工業(株),東証2部,
7816,(株)スノーピーク,東証1部,
7817,パラマウントベッドホールディングス(株),東証1部,
7818,(株)トランザクション,東証1部,
7819,ＳＨＯ?ＢＩ(株),東証1部,
7820,ニホンフラッシュ(株),東証1部,
7821,前田工繊(株),東証1部,
7822,永大産業(株),東証1部,
7823,(株)アートネイチャー,東証1部,
7825,ダンロップスポーツ(株),東証1部,
7826,(株)フルヤ金属,東証JQS,
7827,(株)オービス,東証JQS,
7829,(株)サマンサタバサジャパンリミテッド,マザーズ,
7831,(株)ウイルコホールディングス,東証2部,
7832,(株)バンダイナムコホールディングス,東証1部,
7833,(株)アイフィスジャパン,東証1部,
7834,マルマン(株),東証JQS,
7836,アビックス(株),東証JQS,
7837,(株)アールシーコア,東証JQS,
7838,共立印刷(株),東証1部,
7839,(株)ＳＨＯＥＩ,東証1部,
7840,フランスベッドホールディングス(株),東証1部,
7841,(株)遠藤製作所,東証JQS,
7844,(株)マーベラス,東証1部,
7846,(株)パイロットコーポレーション,東証1部,
7847,(株)グラファイトデザイン,東証JQS,
7849,スターツ出版(株),東証JQS,
7850,総合商研(株),東証JQS,
7851,カワセコンピュータサプライ(株),東証2部,
7855,カーディナル(株),東証JQG,
7856,萩原工業(株),東証1部,
7857,セキ(株),東証JQS,
7859,(株)アルメディオ,東証2部,
7860,エイベックス・グループ・ホールディングス(株),東証1部,
7862,トッパン・フォームズ(株),東証1部,
7863,(株)平賀,東証JQS,
7864,(株)フジシールインターナショナル,東証1部,
7865,ピープル(株),東証JQS,
7867,(株)タカラトミー,東証1部,
7868,(株)廣済堂,東証1部,
7869,日本フォームサービス(株),東証JQS,
7870,福島印刷(株),名証2部,
7871,フクビ化学工業(株),東証2部,
7872,Ａｓ?ｍｅエステール(株),東証1部,
7873,(株)アーク,東証1部,
7874,レック(株),東証1部,
7875,竹田印刷(株),名証2部,
7877,永大化工(株),東証JQS,
7878,(株)光彩工芸,東証JQS,
7879,(株)ノダ,東証2部,
7883,サンメッセ(株),東証JQS,
7885,タカノ(株),東証1部,
7886,ヤマト・インダストリー(株),東証JQS,
7887,南海プライウッド(株),東証2部,
7888,三光合成(株),東証JQS,
7889,(株)桑山,東証JQS,
7891,日本ユピカ(株),東証JQS,
7893,(株)プロネクサス,東証1部,
7894,丸東産業(株),福証,
7895,中央化学(株),東証JQS,
7896,セブン工業(株),東証2部,
7897,ホクシン(株),東証1部,
7898,(株)ウッドワン,東証1部,
7899,ＭＩＣＳ化学(株),東証JQS,
7901,(株)マツモト,東証JQS,
7902,(株)ソノコム,東証JQS,
7903,名古屋木材(株),名証2部,
7905,大建工業(株),東証1部,
7906,ヨネックス(株),東証2部,
7908,ＫＩＭＯＴＯ,東証1部,
7911,凸版印刷(株),東証1部,1
7912,大日本印刷(株),東証1部,1
7913,図書印刷(株),東証1部,
7914,共同印刷(株),東証1部,
7915,日本写真印刷(株),東証1部,
7916,光村印刷(株),東証1部,
7917,藤森工業(株),東証1部,
7918,(株)ヴィア・ホールディングス,東証1部,
7919,野崎印刷紙業(株),東証2部,
7921,宝印刷(株),東証1部,
7922,三光産業(株),東証JQS,
7923,トーイン(株),東証JQS,
7925,前澤化成工業(株),東証1部,
7927,ムトー精工(株),東証JQS,
7928,旭化学工業(株),東証JQS,
7931,未来工業(株),名証2部,
7932,(株)ニッピ,東証JQS,
7936,(株)アシックス,東証1部,
7937,(株)ツツミ,東証1部,
7938,(株)リーガルコーポレーション,東証JQS,
7939,(株)研創,東証JQS,
7940,ウェーブロックホールディングス(株),東証2部,
7942,(株)ＪＳＰ,東証1部,
7943,ニチハ(株),東証1部,
7945,コマニー(株),東証2部,
7946,(株)光陽社,東証2部,
7947,(株)エフピコ,東証1部,
7949,小松ウオール工業(株),東証1部,
7950,日本デコラックス(株),名証2部,
7951,ヤマハ(株),東証1部,1
7952,(株)河合楽器製作所,東証1部,
7953,菊水化学工業(株),東証2部,
7955,クリナップ(株),東証1部,
7956,ピジョン(株),東証1部,
7957,フジコピアン(株),東証2部,
7958,天馬(株),東証1部,
7959,(株)オリバー,名証2部,
7961,兼松サステック(株),東証1部,
7962,(株)キングジム,東証1部,
7963,興研(株),東証JQS,
7965,象印マホービン(株),東証2部,
7966,リンテック(株),東証1部,
7968,(株)ＴＡＳＡＫＩ,東証1部,
7970,信越ポリマー(株),東証1部,
7971,東リ(株),東証1部,
7972,(株)イトーキ,東証1部,
7974,任天堂(株),東証1部,
7975,(株)リヒトラブ,東証2部,
7976,三菱鉛筆(株),東証1部,
7979,(株)松風,東証1部,
7980,(株)重松製作所,東証JQS,
7981,タカラスタンダード(株),東証1部,
7983,(株)ミロク,東証2部,
7984,コクヨ(株),東証1部,
7985,ネポン(株),東証2部,
7986,日本アイ・エス・ケイ(株),東証JQS,
7987,ナカバヤシ(株),東証1部,
7988,(株)ニフコ,東証1部,
7989,立川ブラインド工業(株),東証1部,
7990,グローブライド(株),東証1部,
7991,マミヤ・オーピー(株),東証2部,
7992,セーラー万年筆(株),東証2部,
7994,(株)岡村製作所,東証1部,
7995,日本バルカー工業(株),東証1部,
7997,(株)くろがね工作所,東証2部,
7999,ＭＵＴＯＨホールディングス(株),東証1部,
8001,伊藤忠商事(株),東証1部,1
8002,丸紅(株),東証1部,1
8005,(株)スクロール,東証1部,
8006,ユアサ・フナショク(株),東証2部,
8007,高島(株),東証1部,
8008,４℃ホールディングス,東証1部,
8011,(株)三陽商会,東証1部,
8012,長瀬産業(株),東証1部,
8013,(株)ナイガイ,東証1部,
8014,蝶理(株),東証1部,
8015,豊田通商(株),東証1部,1
8016,(株)オンワードホールディングス,東証1部,
8018,三共生興(株),東証1部,
8020,兼松(株),東証1部,
8022,ミズノ(株),東証1部,
8023,大興電子通信(株),東証2部,
8025,(株)ツカモトコーポレーション,東証1部,
8028,ユニー・ファミリーマートホールディングス(株),東証1部,1
8029,(株)ルック,東証1部,
8030,中央魚類(株),東証2部,
8031,三井物産(株),東証1部,1
8032,日本紙パルプ商事(株),東証1部,
8035,東京エレクトロン(株),東証1部,1
8036,(株)日立ハイテクノロジーズ,東証1部,
8037,カメイ(株),東証1部,
8038,東都水産(株),東証1部,
8039,築地魚市場(株),東証2部,
8040,(株)東京ソワール,東証2部,
8041,ＯＵＧホールディングス(株),東証1部,
8043,スターゼン(株),東証1部,
8044,大都魚類(株),東証2部,
8045,横浜丸魚(株),東証JQS,
8046,丸藤シートパイル(株),東証2部,
8050,セイコーホールディングス(株),東証1部,
8051,(株)山善,東証1部,
8052,椿本興業(株),東証1部,
8053,住友商事(株),東証1部,1
8056,日本ユニシス(株),東証1部,
8057,(株)内田洋行,東証1部,
8058,三菱商事(株),東証1部,1
8059,第一実業(株),東証1部,
8060,キヤノンマーケティングジャパン(株),東証1部,
8061,西華産業(株),東証1部,
8065,佐藤商事(株),東証1部,
8066,三谷商事(株),東証2部,
8068,菱洋エレクトロ(株),東証1部,
8070,東京産業(株),東証1部,
8071,東海エレクトロニクス(株),名証2部,
8072,日本出版貿易(株),東証JQS,
8074,ユアサ商事(株),東証1部,
8075,神鋼商事(株),東証1部,
8076,(株)カノークス,名証2部,
8077,小林産業(株),東証1部,
8078,阪和興業(株),東証1部,
8079,正栄食品工業(株),東証2部,
8081,(株)カナデン,東証1部,
8084,菱電商事(株),東証1部,
8085,ナラサキ産業(株),東証2部,
8086,ニプロ(株),東証1部,
8087,フルサト工業(株),東証1部,
8088,岩谷産業(株),東証1部,
8089,すてきナイスグループ(株),東証1部,
8090,昭光通商(株),東証1部,
8091,ニチモウ(株),東証1部,
8093,極東貿易(株),東証1部,
8095,イワキ(株),東証1部,
8096,兼松エレクトロニクス(株),東証1部,
8097,三愛石油(株),東証1部,
8098,稲畑産業(株),東証1部,
8101,(株)ＧＳＩクレオス,東証1部,
8103,明和産業(株),東証1部,
8104,(株)クワザワ,札証,
8105,堀田丸正(株),東証2部,
8107,(株)キムラタン,東証1部,
8108,ヤマエ久野(株),福証,
8111,(株)ゴールドウイン,東証1部,
8113,ユニ・チャーム(株),東証1部,
8114,(株)デサント,東証1部,
8115,ムーンバット(株),東証2部,
8117,中央自動車工業(株),東証2部,
8118,(株)キング,東証1部,
8119,(株)三栄コーポレーション,東証JQS,
8123,川辺(株),東証JQS,
8125,(株)ワキタ,東証1部,
8127,ヤマト　インターナショナル(株),東証1部,
8129,東邦ホールディングス(株),東証1部,
8130,(株)サンゲツ,東証1部,
8131,(株)ミツウロコグループホールディングス,東証1部,
8132,シナネンホールディングス(株),東証1部,
8133,伊藤忠エネクス(株),東証1部,
8135,ゼット(株),東証2部,
8136,(株)サンリオ,東証1部,
8137,サンワテクノス(株),東証1部,
8138,三京化成(株),東証2部,
8139,(株)ナガホリ,東証2部,
8140,(株)リョーサン,東証1部,
8141,新光商事(株),東証1部,
8142,(株)トーホー,東証1部,
8143,(株)ラピーヌ,東証2部,
8144,(株)電響社,東証2部,
8145,中部水産(株),名証2部,
8147,(株)トミタ,東証JQS,
8148,上原成商事(株),東証2部,
8150,三信電気(株),東証1部,
8151,(株)東陽テクニカ,東証1部,
8152,ソマール(株),東証2部,
8153,(株)モスフードサービス,東証1部,
8154,加賀電子(株),東証1部,
8155,三益半導体工業(株),東証1部,
8157,都築電気(株),東証2部,
8158,ソーダニッカ(株),東証1部,
8159,(株)立花エレテック,東証1部,
8160,(株)木曽路,東証1部,
8163,サトレストランシステムズ(株),東証1部,
8165,(株)千趣会,東証1部,
8166,(株)タカキュー,東証1部,
8167,(株)リテールパートナーズ,東証2部,
8168,(株)ケーヨー,東証1部,
8171,マックスバリュ中部(株),名証2部,
8173,上新電機(株),東証1部,
8174,日本瓦斯(株),東証1部,
8179,ロイヤルホールディングス(株),東証1部,
8181,(株)東天紅,東証1部,
8182,(株)いなげや,東証1部,
8184,(株)島忠,東証1部,
8185,(株)チヨダ,東証1部,
8186,(株)大塚家具,東証JQS,
8190,(株)ヤマナカ,名証2部,
8191,(株)光製作所,東証JQS,
8194,(株)ライフコーポレーション,東証1部,
8198,マックスバリュ東海(株),東証2部,
8200,(株)リンガーハット,東証1部,
8201,(株)さが美,東証1部,
8202,ラオックス(株),東証2部,
8203,(株)ＭｒＭａｘ,東証1部,
8205,シャクリー・グローバル・グループ(株),東証JQS,
8207,テンアライド(株),東証1部,
8208,(株)エンチョー,東証JQS,
8209,(株)フレンドリー,東証2部,
8214,(株)ＡＯＫＩホールディングス,東証1部,
8215,(株)銀座山形屋,東証JQS,
8217,(株)オークワ,東証1部,
8218,(株)コメリ,東証1部,
8219,青山商事(株),東証1部,
8225,(株)タカチホ,東証JQS,
8226,(株)理経,東証2部,
8227,(株)しまむら,東証1部,
8228,(株)マルイチ産商,名証2部,
8230,(株)はせがわ,東証1部,
8233,(株)高島屋,東証1部,1
8237,(株)松屋,東証1部,
8242,エイチ・ツー・オー　リテイリング(株),東証1部,
8244,(株)近鉄百貨店,東証1部,
8247,(株)大和,東証2部,
8249,(株)テクノアソシエ,東証2部,
8251,(株)パルコ,東証1部,
8252,(株)丸井グループ,東証1部,1
8253,(株)クレディセゾン,東証1部,1
8254,(株)さいか屋,東証2部,
8255,アクシアル　リテイリング(株),東証1部,
8256,(株)プロルート丸光,東証JQS,
8257,(株)山陽百貨店,東証JQS,
8260,(株)井筒屋,東証1部,
8267,イオン(株),東証1部,1
8273,(株)イズミ,東証1部,
8274,(株)東武ストア,東証1部,
8275,(株)フォーバル,東証1部,
8276,(株)平和堂,東証1部,
8278,(株)フジ,東証1部,
8279,(株)ヤオコー,東証1部,
8281,ゼビオホールディングス(株),東証1部,
8282,(株)ケーズホールディングス,東証1部,
8283,(株)ＰＡＬＴＡＣ,東証1部,
8285,三谷産業(株),東証1部,
8287,マックスバリュ西日本(株),東証2部,
8289,(株)Ｏｌｙｍｐｉｃグループ,東証1部,
8291,日産東京販売ホールディングス(株),東証1部,
8293,(株)ＡＴグループ,名証2部,
8298,(株)ファミリー,東証JQS,
8301,日本銀行,東証,
8303,(株)新生銀行,東証1部,1
8304,(株)あおぞら銀行,東証1部,1
8306,(株)三菱ＵＦＪフィナンシャル・グループ,東証1部,1
8308,(株)りそなホールディングス,東証1部,1
8309,三井住友トラスト・ホールディングス(株),東証1部,1
8316,(株)三井住友フィナンシャルグループ,東証1部,1
8324,(株)第四銀行,東証1部,
8325,(株)北越銀行,東証1部,
8331,(株)千葉銀行,東証1部,1
8334,(株)群馬銀行,東証1部,
8336,(株)武蔵野銀行,東証1部,
8337,(株)千葉興業銀行,東証1部,
8338,(株)筑波銀行,東証1部,
8341,(株)七十七銀行,東証1部,
8342,(株)青森銀行,東証1部,
8343,(株)秋田銀行,東証1部,
8344,(株)山形銀行,東証1部,
8345,(株)岩手銀行,東証1部,
8346,(株)東邦銀行,東証1部,
8349,(株)東北銀行,東証1部,
8350,(株)みちのく銀行,東証1部,
8354,(株)ふくおかフィナンシャルグループ,東証1部,1
8355,(株)静岡銀行,東証1部,1
8356,(株)十六銀行,東証1部,
8358,スルガ銀行(株),東証1部,
8359,(株)八十二銀行,東証1部,
8360,(株)山梨中央銀行,東証1部,
8361,(株)大垣共立銀行,東証1部,
8362,(株)福井銀行,東証1部,
8363,(株)北國銀行,東証1部,
8364,(株)清水銀行,東証1部,
8365,(株)富山銀行,東証1部,
8366,(株)滋賀銀行,東証1部,
8367,(株)南都銀行,東証1部,
8368,(株)百五銀行,東証1部,
8369,(株)京都銀行,東証1部,
8370,(株)紀陽銀行,東証1部,
8374,(株)三重銀行,東証1部,
8377,(株)ほくほくフィナンシャルグループ,東証1部,
8379,(株)広島銀行,東証1部,
8381,(株)山陰合同銀行,東証1部,
8382,(株)中国銀行,東証1部,
8383,(株)鳥取銀行,東証1部,
8385,(株)伊予銀行,東証1部,
8386,(株)百十四銀行,東証1部,
8387,(株)四国銀行,東証1部,
8388,(株)阿波銀行,東証1部,
8392,(株)大分銀行,東証1部,
8393,(株)宮崎銀行,東証1部,
8395,(株)佐賀銀行,東証1部,
8396,(株)十八銀行,東証1部,
8397,(株)沖縄銀行,東証1部,
8398,(株)筑邦銀行,福証,
8399,(株)琉球銀行,東証1部,
8410,(株)セブン銀行,東証1部,
8411,(株)みずほフィナンシャルグループ,東証1部,1
8416,(株)高知銀行,東証1部,
8418,(株)山口フィナンシャルグループ,東証1部,
8423,アクリーティブ(株),東証1部,
8424,芙蓉総合リース(株),東証1部,
8425,興銀リース(株),東証1部,
8439,東京センチュリー(株),東証1部,
8462,フューチャーベンチャーキャピタル(株),東証JQS,
8473,ＳＢＩホールディングス(株),東証1部,
8508,Ｊトラスト(株),東証2部,
8511,日本証券金融(株),東証1部,
8513,中部証券金融(株),名証2部,
8515,アイフル(株),東証1部,
8518,日本アジア投資(株),東証1部,
8519,ポケットカード(株),東証1部,
8521,(株)長野銀行,東証1部,
8522,(株)名古屋銀行,東証1部,
8524,(株)北洋銀行,東証1部,
8527,(株)愛知銀行,東証1部,
8529,(株)第三銀行,東証1部,
8530,(株)中京銀行,東証1部,
8537,(株)大光銀行,東証1部,
8540,(株)福岡中央銀行,福証,
8541,(株)愛媛銀行,東証1部,
8542,(株)トマト銀行,東証1部,
8543,(株)みなと銀行,東証1部,
8544,(株)京葉銀行,東証1部,
8545,(株)関西アーバン銀行,東証1部,
8550,(株)栃木銀行,東証1部,
8551,(株)北日本銀行,東証1部,
8554,(株)南日本銀行,福証,
8558,(株)東和銀行,東証1部,
8559,(株)豊和銀行,福証,
8560,(株)宮崎太陽銀行,福証,
8562,(株)福島銀行,東証1部,
8563,(株)大東銀行,東証1部,
8566,リコーリース(株),東証1部,
8570,イオンフィナンシャルサービス(株),東証1部,
8572,アコム(株),東証1部,
8584,(株)ジャックス,東証1部,
8585,(株)オリエントコーポレーション,東証1部,
8586,日立キャピタル(株),東証1部,
8589,(株)アプラスフィナンシャル,東証1部,
8591,オリックス(株),東証1部,
8593,三菱ＵＦＪリース(株),東証1部,
8594,中道リース(株),札証,
8595,(株)ジャフコ,東証1部,
8596,(株)九州リースサービス,東証2部,
8600,トモニホールディングス(株),東証1部,
8601,(株)大和証券グループ本社,東証1部,1
8604,野村ホールディングス(株),東証1部,1
8609,(株)岡三証券グループ,東証1部,
8613,丸三証券(株),東証1部,
8614,東洋証券(株),東証1部,
8616,東海東京フィナンシャル・ホールディングス(株),東証1部,
8617,光世証券(株),東証1部,
8622,水戸証券(株),東証1部,
8624,いちよし証券(株),東証1部,
8628,松井証券(株),東証1部,1
8630,ＳＯＭＰＯホールディングス(株),東証1部,1
8682,モルガン・スタンレー・アジア?パシフィック・ファンド,東証,
8685,ＡＩＧ,東証外国,
8686,アフラック,東証外国,
8692,(株)だいこう証券ビジネス,東証1部,
8697,(株)日本取引所グループ,東証1部,
8698,マネックスグループ(株),東証1部,
8699,澤田ホールディングス(株),東証JQS,
8700,丸八証券(株),東証JQS,
8703,カブドットコム証券(株),東証1部,
8704,トレイダーズホールディングス(株),東証JQS,
8705,岡藤ホールディングス(株),東証JQS,
8706,極東証券(株),東証1部,
8707,岩井コスモホールディングス(株),東証1部,
8708,藍澤證券(株),東証1部,
8709,インヴァスト証券(株),東証JQS,
8713,フィデアホールディングス(株),東証1部,
8714,(株)池田泉州ホールディングス,東証1部,
8715,アニコム　ホールディングス(株),東証1部,
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),東証1部,1
8729,ソニーフィナンシャルホールディングス(株),東証1部,1
8732,(株)マネーパートナーズグループ,東証1部,
8737,(株)あかつき本社,東証2部,
8739,スパークス・グループ(株),東証JQS,
8740,(株)フジトミ,東証JQS,
8742,(株)小林洋行,東証1部,
8746,第一商品(株),東証JQS,
8747,豊商事(株),東証JQS,
8750,第一生命ホールディングス(株),東証1部,1
8766,東京海上ホールディングス(株),東証1部,1
8769,(株)アドバンテッジリスクマネジメント,東証2部,
8771,イー・ギャランティ(株),東証1部,
8772,(株)アサックス,東証1部,
8783,ＧＦＡ(株),東証JQS,
8787,(株)ＵＣＳ,東証JQS,
8789,フィンテック　グローバル(株),マザーズ,
8793,ＮＥＣキャピタルソリューション(株),東証1部,
8795,(株)Ｔ＆Ｄホールディングス,東証1部,1
8798,(株)アドバンスクリエイト,東証1部,
8801,三井不動産(株),東証1部,1
8802,三菱地所(株),東証1部,1
8803,平和不動産(株),東証1部,
8804,東京建物(株),東証1部,1
8806,ダイビル(株),東証1部,
8818,京阪神ビルディング(株),東証1部,
8830,住友不動産(株),東証1部,1
8835,太平洋興発(株),東証1部,
8836,(株)ＲＩＳＥ,東証JQS,
8840,(株)大京,東証1部,
8841,(株)テーオーシー,東証1部,
8842,(株)東京楽天地,東証1部,
8844,(株)コスモスイニシア,東証JQS,
8848,(株)レオパレス２１,東証1部,
8850,スターツコーポレーション(株),東証1部,
8851,アーバンライフ(株),東証2部,
8854,(株)日住サービス,東証2部,
8860,フジ住宅(株),東証1部,
8864,空港施設(株),東証1部,
8869,明和地所(株),東証1部,
8871,(株)ゴールドクレスト,東証1部,
8876,(株)リログループ,東証1部,
8877,日本エスリード(株),東証1部,
8881,日神不動産(株),東証1部,
8885,(株)ラ・アトレ,東証JQG,
8886,(株)ウッドフレンズ,東証JQS,
8887,リベレステ(株),東証JQS,
8889,(株)アパマンショップホールディングス,東証JQS,
8890,(株)レーサム,東証JQS,
8891,(株)エムジーホーム,東証2部,
8892,(株)日本エスコン,東証1部,
8893,(株)新日本建物,東証JQS,
8894,(株)原弘産,東証2部,
8897,(株)タカラレーベン,東証1部,
8898,(株)センチュリー２１・ジャパン,東証JQS,
8903,(株)サンウッド,東証JQS,
8904,(株)サンヨーハウジング名古屋,東証1部,
8905,イオンモール(株),東証1部,
8908,(株)毎日コムネット,東証JQS,
8909,(株)シノケングループ,東証JQS,
8912,(株)エリアクエスト,東証2部,
8914,エリアリンク(株),マザーズ,
8917,ファースト住建(株),東証1部,
8918,(株)ランド,東証1部,
8920,(株)東祥,東証1部,
8922,日本アセットマーケティング(株),マザーズ,
8923,トーセイ(株),東証1部,
8925,(株)アルデプロ,東証2部,
8927,(株)明豊エンタープライズ,東証JQS,
8928,穴吹興産(株),東証1部,
8929,(株)青山財産ネットワークス,東証2部,
8931,和田興産(株),東証JQS,
8933,ＮＴＴ都市開発(株),東証1部,
8934,サンフロンティア不動産(株),東証1部,
8935,(株)ＦＪネクスト,東証1部,
8938,ＬＣホールディングス(株),東証JQG,
8940,(株)インテリックス,東証1部,
8944,(株)ランドビジネス,東証1部,
8945,日本社宅サービス(株),東証2部,
8946,(株)ＡＳＩＡＮ　ＳＴＡＲ,東証JQS,
8951,日本ビルファンド投資法人,東証,
8952,ジャパンリアルエステイト投資法人,東証,
8953,日本リテールファンド投資法人,東証,
8954,オリックス不動産投資法人,東証,
8955,日本プライムリアルティ投資法人,東証,
8956,プレミア投資法人,東証,
8957,東急リアル・エステート投資法人,東証,
8958,グローバル・ワン不動産投資法人,東証,
8959,野村不動産オフィスファンド投資法人,東証,
8960,ユナイテッド・アーバン投資法人,東証,
8961,森トラスト総合リート投資法人,東証,
8962,日本レジデンシャル投資法人,東証,
8963,インヴィンシブル投資法人,東証,
8964,フロンティア不動産投資法人,東証,
8965,ニューシティ・レジデンス投資法人,,
8966,平和不動産リート投資法人,東証,
8967,日本ロジスティクスファンド投資法人,東証,
8968,福岡リート投資法人,東証,
8969,プロスペクト・リート投資法人,東証,
8970,ジャパン・シングルレジデンス投資法人,東証,
8972,ケネディクス・オフィス投資法人,東証,
8973,積水ハウス・レジデンシャル投資法人,東証,
8974,ラサール　ジャパン投資法人,東証,
8975,いちごオフィスリート投資法人,東証,
8976,大和証券オフィス投資法人,東証,
8977,阪急リート投資法人,東証,
8978,アドバンス・レジデンス投資法人（旧）,東証,
8979,スターツプロシード投資法人,東証,
8980,エルシーピー投資法人,東証,
8981,ジャパン・ホテル・アンド・リゾート投資法人,東証,
8982,トップリート投資法人,東証,
8983,いちご不動産投資法人（旧）,東証,
8984,大和ハウスリート投資法人,東証,
8985,ジャパン・ホテル・リート投資法人,東証,
8986,日本賃貸住宅投資法人,東証,
8987,ジャパンエクセレント投資法人,東証,
8995,(株)誠建設工業,東証2部,
8996,(株)ハウスフリーダム,福岡Q,
8999,グランディハウス(株),東証1部,
9001,東武鉄道(株),東証1部,1
9003,相鉄ホールディングス(株),東証1部,
9005,東京急行電鉄(株),東証1部,1
9006,京浜急行電鉄(株),東証1部,
9007,小田急電鉄(株),東証1部,1
9008,京王電鉄(株),東証1部,1
9009,京成電鉄(株),東証1部,1
9010,富士急行(株),東証1部,
9012,秩父鉄道(株),東証JQS,
9014,新京成電鉄(株),東証1部,
9017,新潟交通(株),東証2部,
9020,東日本旅客鉄道(株),東証1部,1
9021,西日本旅客鉄道(株),東証1部,1
9022,東海旅客鉄道(株),東証1部,1
9024,(株)西武ホールディングス,東証1部,
9025,鴻池運輸(株),東証1部,
9027,(株)ロジネット　ジャパン,札証,
9028,(株)ゼロ,東証2部,
9029,(株)ヒガシトゥエンティワン,東証2部,
9031,西日本鉄道(株),東証1部,
9033,広島電鉄(株),東証2部,
9034,南総通運(株),東証JQS,
9035,第一交通産業(株),福証,
9036,東部ネットワーク(株),東証JQS,
9037,(株)ハマキョウレックス,東証1部,
9039,(株)サカイ引越センター,東証1部,
9040,大宝運輸(株),名証2部,
9041,近鉄グループホールディングス(株),東証1部,
9042,阪急阪神ホールディングス(株),東証1部,
9044,南海電気鉄道(株),東証1部,
9045,京阪ホールディングス(株),東証1部,
9046,神戸電鉄(株),東証1部,
9048,名古屋鉄道(株),東証1部,
9049,京福電気鉄道(株),東証2部,
9051,センコン物流(株),東証JQS,
9052,山陽電気鉄道(株),東証1部,
9055,(株)アルプス物流,東証2部,
9057,遠州トラック(株),東証JQS,
9058,トランコム(株),東証1部,
9059,カンダホールディングス(株),東証2部,
9060,日本ロジテム(株),東証JQS,
9062,日本通運(株),東証1部,1
9063,岡山県貨物運送(株),東証2部,
9064,ヤマトホールディングス(株),東証1部,1
9065,山九(株),東証1部,
9066,(株)日新,東証1部,
9067,(株)丸運,東証1部,
9068,丸全昭和運輸(株),東証1部,
9069,センコーグループホールディングス(株),東証1部,
9070,トナミホールディングス(株),東証1部,
9072,ニッコンホールディングス(株),東証1部,
9073,京極運輸商事(株),東証JQS,
9074,日本石油輸送(株),東証1部,
9075,福山通運(株),東証1部,
9076,セイノーホールディングス(株),東証1部,
9077,名鉄運輸(株),名証2部,
9078,(株)エスライン,東証2部,
9081,神奈川中央交通(株),東証1部,
9082,大和自動車交通(株),東証2部,
9083,神姫バス(株),東証2部,
9085,北海道中央バス(株),札証,
9086,(株)日立物流,東証1部,
9087,タカセ(株),東証JQS,
9090,(株)丸和運輸機関,東証1部,
9099,(株)Ｃ＆Ｆロジホールディングス,東証1部,
9101,日本郵船(株),東証1部,1
9104,(株)商船三井,東証1部,1
9107,川崎汽船(株),東証1部,1
9110,ＮＳユナイテッド海運(株),東証1部,
9115,明治海運(株),東証1部,
9119,飯野海運(株),東証1部,
9127,玉井商船(株),東証2部,
9130,共栄タンカー(株),東証1部,
9133,(株)東栄リーファーライン,東証JQS,
9142,九州旅客鉄道(株),東証1部,
9171,栗林商船(株),東証2部,
9173,東海汽船(株),東証2部,
9176,佐渡汽船(株),東証JQS,
9179,川崎近海汽船(株),東証2部,
9193,東京汽船(株),東証2部,
9201,日本航空(株),東証1部,
9202,ＡＮＡホールディングス(株),東証1部,1
9206,(株)スターフライヤー,東証2部,
9232,(株)パスコ,東証1部,
9233,アジア航測(株),東証2部,
9301,三菱倉庫(株),東証1部,1
9302,三井倉庫ホールディングス(株),東証1部,
9303,(株)住友倉庫,東証1部,
9304,澁澤倉庫(株),東証1部,
9305,(株)ヤマタネ,東証1部,
9306,東陽倉庫(株),東証1部,
9307,(株)杉村倉庫,東証2部,
9308,乾汽船(株),東証1部,
9310,日本トランスシティ(株),東証1部,
9311,アサガミ(株),東証2部,
9312,ケイヒン(株),東証1部,
9313,丸八倉庫(株),東証2部,
9318,アジア開発キャピタル(株),東証2部,
9319,(株)中央倉庫,東証1部,
9322,川西倉庫(株),東証1部,
9324,安田倉庫(株),東証1部,
9325,(株)ファイズ,マザーズ,
9351,東洋埠頭(株),東証1部,
9353,櫻島埠頭(株),東証2部,
9355,(株)リンコーコーポレーション,東証2部,
9357,名港海運(株),名証2部,
9358,(株)宇徳,東証1部,
9359,伊勢湾海運(株),名証2部,
9360,鈴与シンワート(株),東証2部,
9361,伏木海陸運送(株),東証2部,
9362,兵機海運(株),東証2部,
9363,(株)大運,東証2部,
9364,(株)上組,東証1部,
9365,トレーディア(株),東証2部,
9366,(株)サンリツ,東証1部,
9367,大東港運(株),東証JQS,
9368,キムラユニティー(株),東証1部,
9369,(株)キユーソー流通システム,東証1部,
9370,郵船ロジスティクス(株),東証1部,
9375,(株)近鉄エクスプレス,東証1部,
9376,(株)ユーラシア旅行社,東証JQS,
9377,(株)エージーピー,東証JQS,
9380,東海運(株),東証1部,
9381,(株)エーアイテイー,東証1部,
9384,内外トランスライン(株),東証1部,
9385,(株)ショーエイコーポレーション,東証JQG,
9386,日本コンセプト(株),東証2部,
9399,新華ホールディングス・リミテッド,東証,
9401,ＴＢＳホールディングス,東証1部,
9402,中部日本放送(株),名証1部,
9404,日本テレビホールディングス(株),東証1部,
9405,朝日放送(株),東証1部,
9407,(株)ＲＫＢ毎日ホールディングス,福証,
9408,(株)新潟放送,東証JQS,
